"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Опанасенко Олександр Валерійович","Верховна Рада України","Народний депутат України","nacp_685b2aab-ce50-4b14-91f8-c4a342816552","Опанасенко","FALSE","Валерійович",2018-02-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_685b2aab-ce50-4b14-91f8-c4a342816552","Олександр","","informal_loans","Іванович","Опанасенко","FALSE","",2016-12-01,"","","Валерій","1","","FALSE","","FALSE","",109000,"","","FALSE","FALSE","UAH","","j","","","1486409384693","Кошти, позичені суб'єкту декларування або члену його сім'ї іншими особами","Громадянин України","1486409384693","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Опанасенко Олександр Валерійович",NA,109000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-04-03,"","","Олег","1","","FALSE","","FALSE","",392600,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522423841042","Інше","Громадянин України","1522423841042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,392600
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-03-10,"","","Олег","1","","FALSE","","FALSE","",76000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522423640472","Інше","Громадянин України","1522423640472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,76000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-06-15,"","","Олег","1","","FALSE","","FALSE","",75500,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522424634864","Інше","Громадянин України","1522424634864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,75500
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-05-16,"","","Олег","1","","FALSE","","FALSE","",156000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522424243688","Інше","Громадянин України","1522424243688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,156000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-03-30,"","","Олег","1","","FALSE","","FALSE","",208000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522423740778","Інше","Громадянин України","1522423740778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,208000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-06-02,"","","Олег","1","","FALSE","","FALSE","",182000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522424537024","Інше","Громадянин України","1522424537024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,182000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-03-06,"","","Олег","1","","FALSE","","FALSE","",180000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522423508452","Інше","Громадянин України","1522423508452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,180000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-05-20,"","","Олег","1","","FALSE","","FALSE","",160000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522424405972","Інше","Громадянин України","1522424405972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,160000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-01-01,"","","Олег ","1","","FALSE","","FALSE","",984800,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522422798014","Інше","Громадянин України","1522422798014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,984800
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-04-10,"","","Олег","1","","FALSE","","FALSE","",78000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522423934584","Інше","Громадянин України","1522423934584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,78000
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Острікова","FALSE","Георгіївна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","Тетяна","","other","Вікторович","Ганзенко","FALSE","",2017-04-14,"","","Олег","1","","FALSE","","FALSE","",78000,"","","FALSE","FALSE","UAH","","j","","послуги з організації та проведення будівельних робіт","1522424150298","Інше","Громадянин України","1522424150298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Острікова Тетяна Георгіївна",NA,78000
